WORD,AVERAGE_MISSES
apportioning,6
apportions,6
apposite,7
appraisal,8
appraisals,8
appraise,8
appraised,7
appraiser,8
appraisers,8
appraises,8
appraising,7
appraisingly,9
appreciable,9
appreciably,9
appreciate,7
appreciated,6
appreciates,6
appreciating,5
appreciation,5
appreciative,12
apprehend,9
apprehended,9
apprehension,7
apprehensive,11
apprentice,6
apprenticed,5
apprentices,5
apprise,8
apprised,7
apprises,8
apprising,7
approach,10
approachable,8
approached,8
approacher,9
approachers,8
approaches,8
approaching,7
approbate,10
approbation,9
appropriate,7
appropriated,6
appropriates,6
appropriator,8
approval,14
approvals,13
approve,14
approved,13
approver,14
approvers,13
approves,13
approving,12
approvingly,10
approximate,15
approximated,14
approximates,14
appurtenance,6
apricot,7
apricots,6
april,9
aprils,8
apron,9
aprons,8
apropos,9
apse,10
apsis,10
apt,11
aptitude,7
aptitudes,6
aptly,13
aptness,8
aqua,23
aquaria,21
aquarium,20
aquarius,20
aquatic,20
aqueduct,19
aqueducts,18
aqueous,20
aquifer,19
aquifers,18
aquila,21
aquinas,20
arab,14
arabesque,19
arabia,13
arabian,12
arabianize,16
arabianizes,15
arabians,11
arabic,12
arabicize,16
arabicizes,15
arable,12
arabs,13
araby,14
arachne,10
arachnid,9
arachnids,8
aramco,10
arapaho,11
arbiter,11
arbiters,10
arbitrarily,11
arbitrary,12
arbitrate,11
arbitrated,10
arbitrates,10
arbitrating,10
arbitration,10
arbitrator,11
arbitrators,10
arbor,13
arboreal,11
arbors,12
arc,7
arcade,6
arcaded,6
arcades,5
arcadia,6
arcadian,5
arcane,5
arced,6
arch,12
archaic,11
archaically,11
archaicness,8
archaism,9
archaize,16
archangel,8
archangels,7
archbishop,8
archdiocese,7
archdioceses,7
arched,10
archenemy,10
archeologist,5
archeology,9
archer,11
archers,10
archery,12
arches,10
archetype,10
archfool,12
archibald,9
archie,10
archimedes,7
arching,9
archipelago,6
architect,9
architects,8
architecture,8
archival,13
archive,13
archived,12
archiver,13
archivers,12
archives,12
archiving,12
archivist,12
archly,12
arcing,7
arclike,14
arco,6
arcs,6
arcsine,3
arctangent,6
arctic,5
arcturus,6
arden,6
ardent,5
ardently,10
ardor,7
arduous,6
arduously,10
arduousness,4
are,2
area,2
areas,1
arena,2
arenas,1
arequipa,19
ares,1
argentina,6
argentinian,6
argive,14
argo,9
argon,8
argonaut,6
argonauts,5
argonne,7
argos,8
argot,8
arguable,10
arguably,11
argue,8
argued,7
arguer,8
arguers,7
argues,7
arguing,7
argument,7
arguments,6
argus,8
ariadne,5
arianism,9
arianist,1
arianists,1
arid,7
aridity,12
aries,0
aright,10
arise,0
arisen,0
ariser,0
arises,0
arising,7
arisings,7
aristocracy,10
aristocrat,3
aristocratic,3
aristocrats,3
aristotelian,0
aristotle,1
arithmetic,8
arithmetical,7
arithmetics,7
arithmetize,15
arithmetized,14
arithmetizes,14
arizona,17
ark,18
arkansan,16
arkansas,16
arlen,4
arlene,4
arlington,5
arm,12
armada,11
armadillo,8
armadillos,7
armageddon,7
armagnac,9
armament,9
armaments,8
armata,11
armchair,10
armchairs,9
armco,10
armed,10
armenia,9
armenian,9
armer,11
armers,10
armful,13
armhole,9
armies,9
arming,9
armistice,7
armload,9
armonk,15
armor,11
armored,9
armorer,10
armory,13
armour,10
armpit,9
armpits,8
arms,11
armstrong,7
army,14
arnold,5
aroma,11
aromas,10
aromatic,8
arose,3
around,6
arousal,6
arouse,6
aroused,5
arouses,6
arousing,5
arpa,11
arpanet,8
arpeggio,7
arpeggios,6
arrack,17
arragon,8
arraign,8
arraigned,6
arraigning,8
arraignment,7
arraignments,6
arraigns,7
arrange,8
arranged,7
arrangement,8
arrangements,7
arranger,8
arrangers,7
arranges,7
arranging,8
arrant,3
array,15
arrayed,13
arrays,14
arrears,1
arrest,2
arrested,5
arrester,2
arresters,2
arresting,5
arrestingly,8
arrestor,2
arrestors,2
arrests,2
arrhenius,8
arrival,15
arrivals,14
arrive,15
arrived,14
arrives,14
arriving,14
arrogance,6
arrogant,7
arrogantly,10
arrogate,7
arrogated,6
arrogates,6
arrogating,6
arrogation,6
arrow,18
arrowed,16
arrowhead,15
arrowheads,14
arrows,17
arroyo,14
arroyos,13
arsenal,3
arsenals,3
arsenic,3
arsine,0
arson,3
art,4
artemia,9
artemis,8
arterial,3
arteries,1
arteriolar,2
arteriole,2
arterioles,1
artery,13
artful,13
artfully,12
artfulness,10
arthritis,10
arthropod,9
arthropods,8
arthur,11
artichoke,12
artichokes,11
article,3
articles,2
articulate,4
articulated,3
articulately,9
articulates,3
articulating,4
articulation,3
articulator,4
articulators,3
articulatory,9
artie,2
artifact,13
artifacts,12
artifice,12
artificer,12
artifices,11
artificial,12
artificially,11
artillerist,2
artillery,11
artisan,1
artisans,1
artist,2
artistic,4
artistically,10
artistry,12
artists,2
artless,3
arts,3
arturo,7
artwork,16
aruba,13
aryan,14
aryans,13
as,2
asbestos,11
ascend,5
ascendancy,11
ascendant,4
ascended,5
ascendency,11
ascendent,4
ascender,4
ascenders,4
ascending,5
ascends,5
ascension,3
ascensions,3
ascent,4
ascertain,2
ascertained,2
ascertaining,4
ascertains,2
ascetic,4
asceticism,8
ascetics,4
ascii,6
ascot,5
ascribable,9
ascribe,10
ascribed,9
ascribes,10
ascribing,9
ascription,5
aseptic,7
ash,13
ashamed,10
ashamedly,10
ashen,11
asher,11
ashes,12
asheville,13
ashland,10
ashley,12
ashman,11
ashmolean,8
ashore,10
ashtray,12
ashtrays,12
asia,1
asian,2
asians,2
asiatic,5
asiaticize,16
asiaticizes,16
asiatics,5
aside,6
asilomar,8
asinine,1
ask,18
askance,15
asked,16
asker,16
askers,16
askew,17
asking,15
asks,18
asleep,9
asocial,4
asp,11
asparagus,8
aspect,8
aspects,8
aspen,9
aspersion,6
aspersions,6
asphalt,10
asphyxia,17
aspic,9
aspirant,7
aspirants,7
aspirate,7
aspirated,6
aspirates,7
aspirating,6
aspiration,6
aspirations,6
aspirator,7
aspirators,7
aspire,8
aspired,7
aspires,8
aspirin,8
aspiring,7
aspirins,8
ass,2
assail,5
assailant,3
assailants,3
assailed,5
assailing,7
assails,5
assam,12
assassin,2
assassinate,1
assassinated,4
assassinates,1
assassins,2
assault,7
assaulted,5
assaulting,5
assaults,7
assay,15
assayed,13
assaying,12
assemblage,10
assemblages,10
assemble,11
assembled,10
assembler,10
assemblers,10
assembles,11
assemblies,10
assembling,8
assembly,11
assent,2
assented,5
assenter,1
assenting,6
assents,2
assert,2
asserted,5
asserter,2
asserters,2
asserting,5
assertion,0
assertions,0
assertive,13
assertively,11
asserts,2
asses,1
assess,1
assessed,7
assesses,1
assessing,7
assessment,9
assessments,9
assessor,3
assessors,3
asset,3
assets,3
assiduity,11
assiduous,6
assiduously,10
assign,8
assignable,9
assigned,6
assignee,7
assignees,7
assigner,6
assigners,6
assigning,8
assignment,7
assignments,7
assigns,8
assimilate,8
assimilated,7
assimilates,8
assimilating,7
assimilation,7
assist,3
assistance,3
assistances,3
assistant,2
assistants,2
assisted,5
assisting,7
assists,3
associate,3
associated,3
associates,3
associating,5
association,3
associations,3
associative,12
associator,3
associators,3
assonance,4
assonant,3
assort,3
assorted,4
assortment,7
assortments,7
assorts,3
assuage,8
assuaged,7
assuages,8
assume,10
assumed,9
assumes,10
assuming,8
assumption,6
assumptions,6
assurance,5
assurances,5
assure,7
assured,6
assuredly,10
assurer,7
assurers,7
assures,7
assuring,6
assuringly,9
assyria,13
assyrian,12
assyrianize,15
assyrianizes,15
assyriology,10
astaire,1
astaires,1
astarte,2
astatine,1
aster,2
asterisk,14
asterisks,14
asteroid,3
asteroidal,2
asteroids,3
asters,2
asthma,11
aston,3
astonish,9
astonished,7
astonishes,8
astonishing,8
astonishment,7
astor,3
astoria,2
astound,5
astounded,4
astounding,4
astounds,5
astral,4
astray,13
astride,4
astringency,8
astringent,5
astrology,10
astronaut,5
astronautics,3
astronauts,5
astronomer,7
astronomers,7
astronomical,5
astronomy,10
astrophysics,8
astute,7
astutely,11
astuteness,6
asuncion,5
asunder,5
asylum,12
asymmetric,9
asymmetry,11
asymptote,10
asymptotes,10
asymptotic,9
asynchronism,8
asynchronous,9
asynchrony,10
at,5
atalanta,5
atari,3
atavistic,14
atchison,8
ate,4
atemporal,7
athabascan,10
atheism,9
atheist,10
atheistic,9
atheists,10
athena,11
athenian,10
athenians,9
athens,10
athlete,11
athletes,10
athletic,9
athleticism,7
athletics,8
atkins,15
atkinson,14
atlanta,5
atlantic,4
atlantica,4
atlantis,3
atlas,5
atmosphere,7
atmospheres,7
atmospheric,5
atoll,5
atolls,4
atom,11
atomic,9
atomically,10
atomics,8
atomization,16
atomize,16
atomized,15
atomizes,15
atomizing,15
atoms,10
atonal,4
atonally,12
atone,3
atoned,5
atonement,9
atones,2
atop,10
atreus,6
atrocious,4
atrociously,8
atrocities,2
atrocity,11
atrophic,8
atrophied,7
atrophies,7
atrophy,11
atrophying,8
atropos,8
attach,12
attache,11
attached,10
attacher,10
attachers,9
attaches,10
attaching,9
attachment,9
attachments,8
attack,17
attackable,14
attacked,15
attacker,15
attackers,14
attacking,14
attacks,16
attain,3
attainable,10
attainably,11
attained,5
attainer,1
attainers,0
attaining,8
attainment,9
attainments,8
attains,2
attempt,10
attempted,9
attempter,9
attempters,8
attempting,7
attempts,9
attend,6
attendance,5
attendances,4
attendant,6
attendants,5
attended,6
attendee,6
attendees,5
attender,5
attenders,4
attending,6
attends,5
attention,2
attentional,2
attentions,1
attentive,14
attentively,12
attenuate,7
attenuated,6
attenuates,6
attenuating,6
attenuation,5
attenuator,5
attenuators,4
attest,3
attested,6
attesting,6
attests,3
attic,6
attica,6
attics,5
attire,2
attired,5
attires,1
attiring,7
attitude,6
attitudes,5
attitudinal,5
attlee,5
attorney,11
attorneys,10
attract,6
attracted,5
attracting,6
attraction,3
attractions,2
attractive,13
attractively,11
attractor,5
attractors,4
attracts,5
attributable,9
attribute,10
attributed,9
attributes,9
attributing,9
attribution,9
attributions,8
attributive,12
attrition,2
attune,7
attuned,6
attunes,6
attuning,7
atwater,17
atwood,17
atypical,11
atypically,11
auberge,11
aubrey,12
auburn,12
auckland,14
auction,5
auctioneer,3
auctioneers,2
audacious,5
audaciously,9
audacity,11
audible,10
audibly,11
audience,5
audiences,4
audio,7
audiogram,7
audiograms,6
audiological,5
audiologist,4
audiologists,4
audiology,10
audiometer,6
audiometers,5
audiometric,5
audiometry,8
audit,7
audited,6
auditing,6
audition,5
auditioned,4
auditioning,5
auditions,4
auditor,5
auditorium,7
auditors,4
auditory,10
audits,6
audrey,12
audubon,11
auerbach,10
augean,8
auger,8
augers,7
aught,11
augment,8
augmentation,6
augmented,7
augmenting,7
augments,7
augur,9
augurs,8
august,8
augusta,8
augustan,7
augustine,5
augustly,11
augustness,6
augustus,8
aunt,8
aunts,7
aura,9
aural,8
aurally,13
auras,8
aurelius,5
aureole,6
aureomycin,8
auriga,8
aurora,8
auschwitz,14
auscultate,5
auscultated,4
auscultates,5
auscultating,4
auscultation,3
auspice,7
auspices,7
auspicious,7
auspiciously,9
austere,6
austerely,10
austerity,10
austin,6
australia,5
australian,4
australis,5
austria,6
austrian,5
austrianize,14
austrianizes,14
authentic,8
authenticate,8
authenticity,9
author,10
authored,8
authoring,7
authorities,7
authority,10
authorize,14
authorized,13
authorizer,14
authorizers,13
authorizes,13
authorizing,13
authors,9
authorship,7
autism,9
autistic,6
auto,8
autocracies,3
autocracy,11
autocrat,6
autocratic,5
autocrats,5
autodialer,3
autograph,8
autographed,6
autographing,6
autographs,7
autoindex,15
autoindexing,14
automata,10
automate,9
automated,8
automates,8
automatic,8
automating,7
automation,8
automaton,9
automobile,8
automobiles,7
automotive,12
autonomic,7
autonomous,8
autonomously,9
autonomy,11
autopilot,7
autopilots,6
autopsied,5
autopsies,6
autopsy,11
autos,7
autumn,10
autumnal,9
autumns,9
auxiliaries,16
auxiliary,17
avail,16
availability,13
available,14
availably,14
availed,14
availer,14
availers,13
availing,14
avails,15
avalanche,13
avalanched,12
avalanches,12
avalanching,12
avant,16
avarice,14
avaricious,12
avariciously,10
avenge,15
avenged,14
avenger,14
avenges,14
avenging,14
aventine,14
aventino,13
avenue,15
avenues,14
aver,16
average,15
averaged,14
averages,14
averaging,13
avernus,13
averred,15
averrer,16
averring,13
avers,15
averse,15
aversion,12
aversions,12
avert,15
averted,14
averting,12
averts,14
avery,15
avesta,15
avian,16
aviaries,14
aviary,15
aviation,14
aviator,14
aviators,13
avid,16
avidity,14
avidly,14
avignon,14
avionic,14
avionics,13
avis,16
aviv,17
avocado,15
avocados,14
avocation,13
avocations,12
avogadro,14
avoid,15
avoidable,12
avoidably,12
avoidance,12
avoided,14
avoider,13
avoiders,12
avoiding,13
avoids,14
avon,16
avouch,14
avow,18
avowal,17
avowed,16
avows,17
await,18
awaited,16
awaiting,16
awaits,17
awake,18
awaken,17
awakened,16
awakening,15
awakens,16
awakes,17
awaking,16
award,18
awarded,17
awarder,17
awarders,16
awarding,15
awards,17
aware,18
awareness,16
awash,18
away,19
awe,19
awed,18
awesome,16
awful,17
awfully,16
awfulness,14
awhile,16
awkward,17
awkwardly,15
awkwardness,14
awl,19
awls,18
awning,17
awnings,16
awoke,17
awry,18
ax,22
axed,20
axel,20
axer,20
axers,19
axes,20
axial,20
axially,19
axing,19
axiological,17
axiom,19
axiomatic,17
axiomatize,16
axiomatized,15
axiomatizes,15
axiomatizing,15
axioms,18
axis,20
axle,20
axles,19
axolotl,19
axolotls,18
axon,20
axons,19
aye,15
ayers,13
ayes,14
aylesbury,10
azalea,19
azaleas,18
azerbaijan,17
azimuth,16
azimuths,15
azores,17
aztec,18
aztecan,17
azure,18
babbage,13
babble,13
babbled,12
babbles,12
babbling,11
babcock,16
babe,14
babel,13
babelize,17
babelizes,16
babes,13
babied,12
babies,12
babka,18
baboon,13
baboons,12
babul,13
baby,15
babyhood,12
babying,12
babyish,12
babylon,12
babylonian,11
babylonians,10
babylonize,14
babylonizes,13
babysit,12
babysitting,10
bacchus,11
bach,13
bachelor,9
bachelors,8
bacilli,12
bacillus,10
back,17
backache,15
backaches,14
backarrow,15
backbend,14
backbends,13
backboard,14
backbone,14
backbones,13
backdrop,13
backdrops,12
backed,15
backer,15
backers,14
backfill,14
backfiring,12
background,11
backgrounds,10
backhand,14
backing,14
backlash,14
backlog,14
backlogged,12
backlogs,13
backorder,13
backpack,16
backpacks,15
backplane,13
backplanes,12
backplate,13
backs,16
backscatter,13
backscatters,13
backside,13
backslash,14
backslashes,13
backspace,14
backspaced,13
backspaces,14
backspacing,12
backstage,13
backstairs,13
backstitch,13
backstitched,11
backstitches,12
backstop,13
backtrack,15
backtracked,13
backtracker,14
backtrackers,13
backtracking,12
backtracks,14
backup,15
backups,14
backus,15
backward,15
backwardness,12
backwards,14
backwater,14
backwaters,13
backwoods,14
backyard,14
backyards,13
bacon,12
bacteria,10
bacterial,9
bacterium,8
bad,14
bade,13
baden,12
badge,12
badger,11
badgered,11
badgering,9
badgers,10
badges,11
badlands,11
badly,13
badminton,9
badness,11
baffin,14
baffle,14
baffled,13
baffler,13
bafflers,12
baffling,12
bag,14
bagatelle,11
bagatelles,10
bagel,12
bagels,11
baggage,13
bagged,12
bagger,12
baggers,11
bagging,12
baggy,14
baghdad,12
bagley,12
bagpipe,11
bagpipes,10
bagrodia,10
bagrodias,9
bags,13
bah,14
bahama,13
bahamas,12
bahrein,10
bail,13
bailey,12
baileys,11
bailiff,14
bailiffs,13
bailing,11
baird,12
bairdi,12
bairn,12
bait,13
baited,11
baiter,11
baiting,11
baits,12
baja,22
bake,17
baked,16
bakelite,14
baker,16
bakeries,14
bakers,15
bakersfield,11
bakery,15
bakes,16
bakhtiari,14
baking,15
baklava,16
baku,17
balalaika,16
balalaikas,15
balance,11
balanced,10
balancer,10
balancers,9
balances,10
balancing,10
balboa,13
balconies,8
balcony,11
bald,13
balding,10
baldly,13
baldness,10
baldwin,15
bale,13
baleful,13
baler,12
bales,12
balfour,12
bali,13
balinese,10
balk,17
balkan,16
balkanize,15
balkanized,14
balkanizes,14
balkanizing,15
balkans,15
balked,15
balkiness,13
balking,14
balks,16
balky,16
ball,14
ballad,13
ballads,12
ballard,12
ballards,11
ballast,12
ballasts,12
balled,12
baller,12
ballerina,10
ballerinas,9
ballers,11
ballet,12
ballets,11
ballgown,15
balling,11
ballistic,10
ballistics,10
balloon,12
ballooned,10
ballooner,10
ballooners,9
ballooning,10
balloons,11
ballot,12
ballots,11
ballpark,15
ballparks,14
ballplayer,11
ballplayers,10
ballroom,11
ballrooms,10
balls,13
ballyhoo,12
balm,13
balms,12
balmy,13
balsa,13
balsam,12
baltic,11
baltimore,8
baltimorean,7
balustrade,8
balustrades,8
balzac,18
bamako,16
bamberger,11
bambi,13
bamboo,13
ban,14
banach,12
banal,13
banally,13
banana,14
bananas,13
banbury,12
bancroft,11
band,13
bandage,11
bandaged,11
bandages,10
bandaging,11
banded,12
bandied,11
bandies,10
banding,11
bandit,11
bandits,10
bandpass,11
bands,12
bandstand,11
bandstands,11
bandwagon,15
bandwagons,14
bandwidth,14
bandwidths,13
bandy,13
bandying,11
bane,13
baneful,12
bang,13
banged,11
banging,12
bangladesh,8
bangle,11
bangles,10
bangor,11
bangs,12
bangui,11
banish,11
banished,9
banishes,10
banishing,10
banishment,8
banister,9
banisters,9
banjo,20
banjos,19
bank,17
banked,15
banker,15
bankers,14
banking,15
bankrupt,13
bankruptcies,9
bankruptcy,11
bankrupted,11
bankrupting,11
bankrupts,12
banks,16
banned,12
banner,12
banners,11
banning,12
banquet,19
banqueting,17
banquetings,16
banquets,18
bans,13
banshee,11
banshees,11
bantam,12
banter,11
bantered,10
bantering,9
banters,10
bantu,12
bantus,11
baptism,10
baptismal,9
baptisms,10
baptist,11
baptiste,10
baptistery,9
baptistries,9
baptistry,10
baptists,11
baptize,16
baptized,15
baptizes,15
baptizing,15
bar,14
barb,14
barbados,11
barbara,14
barbarian,12
barbarians,11
barbaric,12
barbarism,11
barbarities,10
barbarity,12
barbarous,11
barbarously,10
barbecue,11
barbecued,10
barbecues,10
barbed,12
barbell,12
barbells,11
barber,13
barbital,11
barbiturate,10
barbiturates,9
barbour,12
barbs,13
barcelona,9
barclay,12
bard,13
bards,12
bare,13
bared,12
barefaced,12
barefoot,12
barefooted,11
barely,12
bareness,11
barer,13
bares,12
barest,11
barflies,11
barfly,13
bargain,11
bargained,9
bargaining,11
bargains,10
barge,12
barges,11
barging,11
barhop,11
baring,11
baritone,9
baritones,8
barium,11
bark,17
barked,15
barker,16
barkers,15
barking,14
barks,16
barley,12
barlow,16
barn,13
barnabas,12
barnard,12
barnes,11
barnet,11
barnett,11
barney,12
barnhard,11
barns,12
barnstorm,9
barnstormed,7
barnstorming,7
barnstorms,9
barnum,11
barnyard,12
barnyards,11
barometer,10
barometers,9
barometric,8
baron,12
baroness,10
baronial,10
baronies,9
barons,11
barony,12
baroque,19
baroqueness,17
barr,14
barrack,16
barracks,15
barrage,12
barrages,11
barred,12
barrel,12
barrelled,11
barrelling,9
barrels,11
barren,12
barrenness,11
barrett,12
barricade,10
barricades,9
barrier,12
barriers,11
barring,11
barringer,10
barrington,9
barron,12
barrow,17
barry,14
barrymore,11
barrymores,10
bars,13
barstow,15
bart,13
bartender,10
bartenders,9
barter,12
bartered,11
bartering,9
barters,11
barth,12
bartholomew,12
bartlett,11
bartok,15
barton,11
basal,13
basalt,12
bascom,11
base,13
baseball,12
baseballs,12
baseband,11
baseboard,10
baseboards,10
based,12
basel,12
baseless,12
baseline,10
baselines,10
basely,12
baseman,11
basement,10
basements,10
baseness,12
baser,12
bases,13
bash,13
bashed,11
bashes,12
bashful,12
bashfulness,10
bashing,10
basic,12
basically,11
basics,12
basie,12
basil,12
basin,12
basing,11
basins,12
basis,13
bask,17
basked,15
basket,15
basketball,14
basketballs,14
baskets,15
basking,14
basque,20
bass,14
basses,13
basset,12
bassett,12
bassinet,10
bassinets,10
bastard,11
bastards,11
baste,12
basted,11
bastes,12
basting,10
bastion,10
bastions,10
bat,14
batavia,15
batch,12
batched,10
batchelder,8
batches,10
bateman,11
bates,12
bath,13
bathe,12
bathed,11
bather,11
bathers,10
bathes,11
bathing,10
bathos,11
bathrobe,10
bathrobes,9
bathroom,10
bathrooms,9
baths,12
bathtub,12
bathtubs,11
bathurst,10
batista,12
baton,12
batons,11
bator,12
bats,13
battalion,10
battalions,9
batted,12
battelle,12
batten,12
